frequency_hz,phase_deg,magnitude_ohm
1907022.48485,85.6826897566,265.055311144
1910052.72727,84.8536366934,256.731535281
1913082.9697,84.7776744031,264.781422353
1916113.21212,85.3066932674,266.117678277
1919143.45455,84.9680043533,261.198970707
1922173.69697,84.7688189529,262.791634623
1925203.93939,83.5777073738,262.116899601
1928234.18182,85.6991232983,263.430916042
1931264.42424,85.1037087606,260.508095413
1934294.66667,82.5179361683,282.36901728
1937324.90909,87.0728680213,279.345533473
1940355.15152,85.98184218,277.039468662
1943385.39394,85.488511493,265.954596727
1946415.63636,86.4607897602,264.54166272
1949445.87879,85.5332707282,267.792358361
1952476.12121,84.7593487738,269.945653455
1955506.36364,86.0135617849,275.510839477
1958536.60606,86.3317041752,261.385826656
1961566.84848,85.1561006254,273.755921566
1964597.09091,84.7248383964,279.28360426
1967627.33333,79.0358717984,289.319464032
1970657.57576,84.9018977424,274.198985961
1973687.81818,81.5478789394,273.523591397
1976718.06061,84.5022567139,280.065442645
1979748.30303,83.0459347881,273.016181091
1982778.54545,85.7635617963,280.384600134
1985808.78788,85.1629587271,277.588131989
1988839.0303,85.7344404849,285.06699524
1991869.27273,84.0887115687,268.951955809
1994899.51515,85.3804719622,295.022202564
1997929.75758,85.3500770845,290.017834073
2000960,84.7955125148,280.164596189
2003990.24242,84.638698769,279.8134758
2007020.48485,84.6079135304,285.274926952
2010050.72727,84.0556187505,290.911188869
2013080.9697,83.4504198233,294.449120348
2016111.21212,85.4932534694,313.988549227
2019141.45455,84.5859601905,294.406688238
2022171.69697,83.3017426637,295.95852291
2025201.93939,88.0899060415,302.331345218
2028232.18182,84.1453270795,294.160961901
2031262.42424,84.3106722819,295.521382594
2034292.66667,84.8443387646,305.380668834
2037322.90909,84.5262143499,309.244123033
2040353.15152,84.5677763096,300.700371095
2043383.39394,86.9354627188,293.664191953
2046413.63636,84.3638755591,303.092723366
2049443.87879,82.9257741019,305.576362176
2052474.12121,85.6309638612,301.124208114
2055504.36364,84.7162682906,306.524475664
2058534.60606,83.4953241861,304.870192763
2061564.84848,84.1056884949,306.277650095
2064595.09091,81.679806258,312.977706552
2067625.33333,82.9865045092,322.302375896
2070655.57576,84.6390685126,312.106501669
2073685.81818,82.8400234613,317.699905013
2076716.06061,84.8753505779,303.768971924
2079746.30303,84.2854327811,314.408424178
2082776.54545,84.3535870951,321.631487365
2085806.78788,80.1354353934,304.000167974
2088837.0303,83.5616202325,315.336163656
2091867.27273,82.2652234871,318.566474233
2094897.51515,81.4137129757,317.183038447
2097927.75758,84.2254046039,320.395814343
